Country,State,City,Latitude,Longitude,population,Rank,Timestamp
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/16/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/17/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/18/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/19/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/20/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/21/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/22/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/23/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/24/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/25/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 7:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 8:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 9:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 10:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/26/2021 11:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 12:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 1:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 2:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 3:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 4:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 5:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 6:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 7:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 8:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 9:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 10:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 11:00:00 AM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 12:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 1:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 2:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 3:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 4:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 5:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 6:00:00 PM
Uruguay,Uruguay,Uruguay,-32.522779,-55.765835,56,15,2/27/2021 7:00:00 PM
